creditcard,zipcode,age,gender,salary,rango_edad,clasificacion_salario
5182144295481944,55936,24,Male,9900,18-30,Alto
5271201749213372,55306,78,Male,1000,60+,Bajo
5244981366578694,55065,67,Female,7900,60+,Medio
5432348362697252,55209,76,Female,1200,60+,Bajo
5397618187140966,55380,73,Female,3100,60+,Bajo
5439286721890676,55779,43,Male,8600,41-50,Alto
5308347419774156,55443,20,Female,7400,18-30,Medio
5209565589788504,55883,33,Male,9100,31-40,Alto
5476483646868499,55850,24,Male,1600,18-30,Bajo
5258039299903340,55979,100,Female,2200,60+,Bajo
5490012817558704,55888,21,Male,6800,18-30,Medio
5240415551866428,55894,81,Male,8000,60+,Alto
5581237848940890,55812,25,Female,3900,18-30,Bajo
5131226798387967,55305,67,Female,7700,60+,Medio
5391523236709751,55353,38,Male,8900,31-40,Alto
5355931468861014,55504,81,Female,10000,60+,Alto
5385973640584175,55554,49,Male,9600,41-50,Alto
5248747873395088,55067,20,Male,9900,18-30,Alto
5574301016330760,55445,21,Female,800,18-30,Bajo
5544050644539196,55131,54,Male,6200,51-60,Medio
5338079620784682,55251,98,Male,2200,60+,Bajo
5148854159435249,55299,18,Female,9900,,Alto
5277785284273076,55596,100,Female,100,60+,Bajo
5418961461593616,55680,30,Female,2700,18-30,Bajo
5434614557694547,55071,33,Female,1000,31-40,Bajo
5323604700769548,55346,66,Female,3900,60+,Bajo
5398124669683697,55143,72,Female,5900,60+,Medio
5259320039226971,55477,93,Male,3100,60+,Bajo
5547275958827211,55557,29,Female,3900,18-30,Bajo
5376111035271519,55542,47,Male,9400,41-50,Alto
5187707774787497,55363,66,Male,5600,60+,Medio
5382700879028977,55094,56,Female,5200,51-60,Medio
5484842165970285,55821,40,Male,2300,31-40,Bajo
5368558416457747,55400,37,Male,7700,31-40,Medio
5389577273253002,55372,37,Male,6700,31-40,Medio
5279336489138082,55010,53,Female,3700,51-60,Bajo
5310970190441285,55071,20,Male,8300,18-30,Alto
5154967095676261,55107,61,Male,5100,60+,Medio
5516202495755884,55508,86,Male,4000,60+,Bajo
5255742896307905,55704,34,Male,1200,31-40,Bajo
5521954381055646,55522,90,Male,300,60+,Bajo
5154292795007521,55734,68,Female,2500,60+,Bajo
5435676887663822,55723,81,Female,7000,60+,Medio
5121514472785008,55392,50,Female,7300,41-50,Medio
5281626760089632,55141,68,Male,600,60+,Bajo
5584663910597754,55449,44,Male,8000,41-50,Alto
5486400405099197,55497,98,Female,600,60+,Bajo
5431264825262108,55125,90,Male,9100,60+,Alto
5143513556331097,55458,70,Male,6900,60+,Medio
5493031171359456,55702,31,Male,9400,31-40,Alto
5550229459841456,55336,35,Female,1100,31-40,Bajo
5511653238819483,55862,40,Male,6100,31-40,Medio
5408732150172794,55300,99,Male,9300,60+,Alto
5386647396834609,55464,96,Female,7900,60+,Medio
5496357390461360,55021,36,Female,4900,31-40,Bajo
5414265145438733,55527,62,Male,4300,60+,Bajo
5532546236478473,55122,62,Male,6800,60+,Medio
5399577650515054,55528,54,Female,3300,51-60,Bajo
5578075162295177,55771,28,Male,6200,18-30,Medio
5469039199810814,55902,45,Female,500,41-50,Bajo
5321141118555047,55314,35,Male,1600,31-40,Bajo
5133489730040759,55140,73,Male,7600,60+,Medio
5100836811473318,55377,39,Female,6200,31-40,Medio
5220086332743782,55468,95,Female,5000,60+,Medio
5168282883540859,55751,78,Female,6800,60+,Medio
5562151406571554,55686,47,Female,3200,41-50,Bajo
5535468906983665,55796,79,Female,800,60+,Bajo
5520199887396604,55985,28,Male,3700,18-30,Bajo
5210241363982500,55908,36,Male,8400,31-40,Alto
5420961729482137,55578,86,Male,2700,60+,Bajo
5546604283562733,55884,22,Male,500,18-30,Bajo
5197467296662755,55742,28,Female,8800,18-30,Alto
5132240937000554,55680,43,Male,9000,41-50,Alto
5159088492586709,55565,54,Male,3500,51-60,Bajo
5355005063686488,55213,69,Male,5300,60+,Medio
5197045068780250,55583,41,Male,5900,41-50,Medio
5260317800529879,55804,38,Male,9900,31-40,Alto
5193390318575660,55061,76,Female,6100,60+,Medio
5260877160710310,55941,47,Female,3200,41-50,Bajo
5317705420234875,55633,88,Female,9300,60+,Alto
5525363337469404,55986,55,Male,4800,51-60,Bajo
5192059683006145,55530,49,Female,1100,41-50,Bajo
5395947372779151,55504,41,Male,8100,41-50,Alto
5573572782088060,55491,62,Male,7800,60+,Medio
5112084558194484,55332,82,Female,2800,60+,Bajo
5394626296301687,55053,31,Male,7100,31-40,Medio
5445092089868573,55347,90,Female,7700,60+,Medio
5596571535316318,55720,81,Male,8500,60+,Alto
5547974683730514,55987,91,Female,4400,60+,Bajo
5173471673727932,55180,76,Male,2000,60+,Bajo
5200375095504117,55632,64,Female,2600,60+,Bajo
5366270493321844,55398,94,Female,9000,60+,Alto
5456976774232341,55955,50,Male,9100,41-50,Alto
5308576867572221,55719,21,Female,800,18-30,Bajo
5212737961995008,55308,59,Female,2400,51-60,Bajo
5492825992072698,55711,62,Female,3400,60+,Bajo
5424408628942072,55955,78,Female,8300,60+,Alto
5438231572216713,55795,29,Female,1300,18-30,Bajo
5438996255586091,55365,29,Female,7100,18-30,Medio
5184789207964060,55795,30,Female,1600,18-30,Bajo
5467651122476794,55070,31,Female,7100,31-40,Medio
5522747170237154,55145,23,Female,3800,18-30,Bajo
5126574588094385,55236,32,Male,8900,31-40,Alto
5399469567286799,55700,70,Male,1000,60+,Bajo
5555425909150077,55466,65,Male,900,60+,Bajo
5529012943266672,55517,27,Male,300,18-30,Bajo
5324724299778970,55522,19,Female,2300,18-30,Bajo
5297302279738208,55076,59,Female,8400,51-60,Alto
5429523338389748,55728,32,Female,2000,31-40,Bajo
5318124429561925,55381,83,Female,1100,60+,Bajo
5446329344809714,55245,86,Female,1200,60+,Bajo
5276864292342149,55610,78,Female,9300,60+,Alto
5471035043227094,55793,39,Male,9700,31-40,Alto
5377302437070877,55205,28,Female,7200,18-30,Medio
5228040030121009,55118,88,Female,7200,60+,Medio
5258982942390979,55184,37,Male,7600,31-40,Medio
5291825583170052,55737,70,Female,7500,60+,Medio
5393809475656292,55967,48,Male,200,41-50,Bajo
5209106997372191,55411,37,Female,7400,31-40,Medio
5332670809877408,55762,72,Male,7600,60+,Medio
5228812574281401,55982,19,Female,5900,18-30,Medio
5184249968254649,55343,71,Female,6800,60+,Medio
5258001426631202,55702,72,Male,5300,60+,Medio
5303175352483310,55548,40,Male,3300,31-40,Bajo
5135576673903411,55156,97,Male,5700,60+,Medio
5284475956772750,55364,55,Female,1900,51-60,Bajo
5524492734942480,55470,97,Female,8000,60+,Alto
5355955739837230,55989,36,Female,400,31-40,Bajo
5504441498156252,55798,94,Female,9500,60+,Alto
5368563674135613,55699,35,Female,3000,31-40,Bajo
5118826770739700,55114,82,Female,2200,60+,Bajo
5201465738223198,55382,81,Male,4200,60+,Bajo
5314073032100858,55053,67,Male,1700,60+,Bajo
5225960146518678,55139,65,Female,6000,60+,Medio
5214635330285457,55128,94,Female,1500,60+,Bajo
5440882142836699,55643,28,Female,7700,18-30,Medio
5342168073668064,55716,39,Female,1000,31-40,Bajo
5142596115903309,55806,73,Female,1600,60+,Bajo
5373389411020097,55315,68,Male,2500,60+,Bajo
5267556012303978,55335,88,Male,1900,60+,Bajo
5380830537404815,55165,90,Female,1200,60+,Bajo
5225962791363970,55932,92,Female,3100,60+,Bajo
5390923608597589,55784,83,Male,4000,60+,Bajo
5443243893803106,55455,44,Female,3700,41-50,Bajo
5419258373614344,55593,35,Male,600,31-40,Bajo
5432263859841000,55968,72,Female,7500,60+,Medio
5445081861346767,55344,80,Female,5700,60+,Medio
5131104531160134,55370,99,Male,3500,60+,Bajo
5451356650827503,55056,44,Female,4900,41-50,Bajo
5303409794605234,55169,70,Female,2100,60+,Bajo
5477492634333282,55080,81,Female,300,60+,Bajo
5539468131343608,55012,20,Male,7500,18-30,Medio
5252216540904261,55379,96,Male,6000,60+,Medio
5233672629235668,55945,24,Male,6700,18-30,Medio
5134248693701321,55454,99,Male,600,60+,Bajo
5582156842028180,55735,23,Male,9100,18-30,Alto
5336525058013145,55313,92,Male,5700,60+,Medio
5442298717697820,55955,46,Female,4700,41-50,Bajo
5403506070339757,55801,79,Male,9300,60+,Alto
5332419431135607,55501,64,Male,9700,60+,Alto
5404689586622459,55725,57,Female,4200,51-60,Bajo
5519727349161118,55132,86,Male,700,60+,Bajo
5298636561912545,55465,55,Female,1000,51-60,Bajo
5152100085870817,55435,44,Male,3300,41-50,Bajo
5512074870840795,55371,22,Female,200,18-30,Bajo
5349266045271745,55260,47,Female,3300,41-50,Bajo
5318509568682344,55566,92,Female,900,60+,Bajo
5181826169550827,55604,63,Female,8200,60+,Alto
5543047842056479,55243,100,Male,5700,60+,Medio
5104436677409831,55192,64,Male,100,60+,Bajo
5503780167910346,55647,34,Male,1100,31-40,Bajo
5477280210681533,55337,74,Female,3400,60+,Bajo
5338783612672926,55068,24,Male,600,18-30,Bajo
5342074882007165,55263,44,Male,2400,41-50,Bajo
5502653591062862,55300,98,Male,6800,60+,Medio
5328067029671214,55948,67,Female,2200,60+,Bajo
5409682851347089,55004,90,Female,700,60+,Bajo
5144778394012006,55753,25,Female,8400,18-30,Alto
5594553222872417,55789,30,Female,5800,18-30,Medio
5476145288942557,55507,64,Male,1600,60+,Bajo
5330666492990641,55682,20,Male,2900,18-30,Bajo
5494158926215755,55795,20,Female,1900,18-30,Bajo
5497939918961648,55901,44,Male,6700,41-50,Medio
5252987155285515,55980,34,Male,6000,31-40,Medio
5348585797025533,55903,93,Female,1000,60+,Bajo
5231831259503280,55435,50,Female,3400,41-50,Bajo
5120446357644516,55398,80,Male,5800,60+,Medio
5378247223995283,55266,99,Male,400,60+,Bajo
5243258620464214,55425,92,Male,7900,60+,Medio
5317588273976861,55465,47,Female,4500,41-50,Bajo
5426778409672652,55481,54,Female,4400,51-60,Bajo
5274143999616457,55022,85,Male,1600,60+,Bajo
5582505314407787,55557,30,Female,8900,18-30,Alto
5557796771115903,55899,99,Female,5200,60+,Medio
5578947793960132,55025,24,Female,4900,18-30,Bajo
5243091276812059,55269,39,Female,4800,31-40,Bajo
5217286179978633,55812,75,Female,1100,60+,Bajo
5287341967689473,55662,62,Female,7000,60+,Medio
5246167248364408,55403,33,Male,2700,31-40,Bajo
5336233282093872,55462,56,Female,7300,51-60,Medio
5265565261886593,55457,76,Female,2700,60+,Bajo
5267739864351747,55268,64,Male,6000,60+,Medio
5424399065580253,55261,86,Male,8000,60+,Alto
5365993171139151,55779,22,Female,5900,18-30,Medio
5127627056540344,55072,63,Male,1100,60+,Bajo
5475789913613298,55587,47,Male,1800,41-50,Bajo
5452364266938119,55941,60,Male,6800,51-60,Medio
5154965179559940,55824,64,Male,3600,60+,Bajo
5511865690208076,55429,92,Female,8200,60+,Alto
5504634876350105,55365,46,Male,1000,41-50,Bajo
5564170820395703,55156,97,Male,1300,60+,Bajo
5410817803102565,55111,28,Male,3700,18-30,Bajo
5372757520395868,55717,48,Female,5100,41-50,Medio
5539677155885126,55118,33,Female,5100,31-40,Medio
5543333336750623,55647,57,Male,1900,51-60,Bajo
5430973452967141,55137,51,Female,1000,51-60,Bajo
5490595001645832,55038,44,Male,6100,41-50,Medio
5168998171973102,55724,26,Female,8600,18-30,Alto
5561710183746738,55861,63,Male,4900,60+,Bajo
5240495031773030,55692,33,Male,5900,31-40,Medio
5288540063325432,55135,70,Female,800,60+,Bajo
5285681272709363,55159,35,Male,5600,31-40,Medio
5358185170865782,55726,21,Female,5400,18-30,Medio
5537270582626990,55384,31,Male,2600,31-40,Bajo
5318227745059290,55785,39,Female,2400,31-40,Bajo
5122542381950131,55350,96,Male,8100,60+,Alto
5368124901049661,55552,35,Male,6200,31-40,Medio
5130186862408720,55960,63,Male,3900,60+,Bajo
5456778225178515,55494,48,Female,2100,41-50,Bajo
5377970090188127,55491,55,Female,9500,51-60,Alto
5591256590403673,55106,80,Female,8300,60+,Alto
5181522392068501,55193,98,Male,500,60+,Bajo
5234012524362607,55107,100,Male,200,60+,Bajo
5231821864245427,55144,47,Female,4600,41-50,Bajo
5128736581487779,55088,84,Female,5900,60+,Medio
5445179345281921,55651,23,Male,3600,18-30,Bajo
5292201228007589,55774,87,Female,8400,60+,Alto
5424101874606877,55926,64,Female,1800,60+,Bajo
5401461134271038,55574,77,Male,8000,60+,Alto
5326348908184327,55324,85,Male,6800,60+,Medio
5107854403648679,55024,86,Female,4200,60+,Bajo
5456332703141890,55101,46,Male,2700,41-50,Bajo
5439410666615753,55461,86,Female,3700,60+,Bajo
5530284021298144,55604,61,Male,6800,60+,Medio
5297420648821768,55676,95,Male,5600,60+,Medio
5285395695912161,55966,33,Female,9800,31-40,Alto
5520090261033824,55082,98,Male,6900,60+,Medio
5448105003849540,55138,84,Male,3500,60+,Bajo
5396233745178507,55616,49,Male,1800,41-50,Bajo
5437668249694007,55150,40,Female,9700,31-40,Alto
5293036975300061,55732,85,Male,4700,60+,Bajo
5484275012962900,55676,55,Female,8600,51-60,Alto
5522101515391054,55445,48,Male,1200,41-50,Bajo
5590375584035431,55129,27,Male,200,18-30,Bajo
5370141202537489,55561,45,Male,7400,41-50,Medio
5153715491438005,55991,39,Female,9800,31-40,Alto
5437546497175376,55692,37,Male,7600,31-40,Medio
5394117934703153,55321,62,Female,300,60+,Bajo
5133158347657491,55539,69,Female,5600,60+,Medio
5506692020518892,55128,28,Male,3400,18-30,Bajo
5268102022295505,55044,33,Female,3000,31-40,Bajo
5142924794297761,55356,99,Female,5300,60+,Medio
5143293204244295,55156,35,Male,6500,31-40,Medio
5525417677542178,55945,94,Female,2000,60+,Bajo
5470231757020889,55822,98,Female,3300,60+,Bajo
5416287053945374,55695,19,Female,1200,18-30,Bajo
5435923101243514,55557,38,Male,6200,31-40,Medio
5264883850018101,55806,51,Male,1000,51-60,Bajo
5256751805539291,55883,50,Female,4000,41-50,Bajo
5477590803874273,55806,42,Female,4900,41-50,Bajo
5398408121925675,55957,89,Male,2200,60+,Bajo
5530976631390019,55178,22,Male,2400,18-30,Bajo
5162317167413492,55225,64,Female,8200,60+,Alto
5140587490684582,55305,59,Male,3600,51-60,Bajo
5253900463484364,55272,31,Female,4100,31-40,Bajo
5122507572726210,55647,89,Male,7500,60+,Medio
5552666530162568,55190,86,Male,2800,60+,Bajo
5209586275564850,55784,49,Male,800,41-50,Bajo
5349416628254382,55815,19,Male,8400,18-30,Alto
5139113769758438,55031,25,Female,6000,18-30,Medio
5267235094995726,55865,42,Male,5100,41-50,Medio
5200085234096244,55742,49,Female,3400,41-50,Bajo
5221376966483360,55630,21,Female,6300,18-30,Medio
5432391468710470,55803,26,Male,3300,18-30,Bajo
5398839379510928,55889,46,Male,7700,41-50,Medio
5386281641647192,55530,21,Male,3200,18-30,Bajo
5258960037854935,55722,61,Male,4400,60+,Bajo
5292127295463670,55708,96,Female,5000,60+,Medio
5403184639589971,55550,35,Female,9800,31-40,Alto
5538757616008459,55963,78,Male,1000,60+,Bajo
5485208288422233,55446,52,Male,1300,51-60,Bajo
5178787755073282,55290,47,Male,2700,41-50,Bajo
5224383663331659,55041,23,Male,2800,18-30,Bajo
5322460555675558,55229,36,Female,2300,31-40,Bajo
5165553732142557,55417,29,Male,900,18-30,Bajo
5187908464402120,55050,88,Male,100,60+,Bajo
5462127654887745,55460,40,Male,1300,31-40,Bajo
5481930909607983,55413,21,Male,5600,18-30,Medio
5388638453629444,55847,21,Female,5400,18-30,Medio
5544935707331715,55299,26,Female,3700,18-30,Bajo
5166630732433514,55956,52,Female,9300,51-60,Alto
5511171334183258,55909,63,Male,7400,60+,Medio
5578504724147600,55205,55,Male,2500,51-60,Bajo
5577047706443028,55492,53,Male,8100,51-60,Alto
5560512420583952,55119,81,Female,7000,60+,Medio
5522694209344231,55372,75,Male,7200,60+,Medio
5190964023649847,55287,82,Male,7200,60+,Medio
5245434542346114,55727,53,Male,3300,51-60,Bajo
5455914360064381,55836,66,Female,7500,60+,Medio
5529984456359583,55174,46,Male,10000,41-50,Alto
5354633932416182,55694,47,Female,1800,41-50,Bajo
5292344371327824,55992,85,Female,8900,60+,Alto
5597173098087953,55072,90,Female,6300,60+,Medio
5483783285665366,55944,62,Male,1300,60+,Bajo
5187597278023881,55979,85,Male,7600,60+,Medio
5484506440353456,55295,33,Male,6900,31-40,Medio
5352714745244417,55496,75,Male,1100,60+,Bajo
5213007545197607,55105,21,Male,8800,18-30,Alto
5388422419447419,55489,55,Female,500,51-60,Bajo
5186255251254475,55604,74,Female,7800,60+,Medio
5474125723042082,55887,93,Male,4000,60+,Bajo
5189488262633000,55021,63,Female,9900,60+,Alto
5484556036824865,55361,33,Female,7100,31-40,Medio
5511726459862919,55803,56,Female,2900,51-60,Bajo
5389946108188362,55969,42,Male,3500,41-50,Bajo
5282701916708952,55667,40,Female,1900,31-40,Bajo
5305862594943874,55360,97,Female,5400,60+,Medio
5448513324802975,55136,35,Female,6000,31-40,Medio
5198944962251401,55967,33,Female,5200,31-40,Medio
5458551341778320,55755,21,Male,2300,18-30,Bajo
5394774294151306,55801,33,Male,6600,31-40,Medio
5265086027762929,55222,33,Female,6100,31-40,Medio
5110141952306387,55289,64,Male,1400,60+,Bajo
5425039757069566,55759,28,Male,4500,18-30,Bajo
5382197864203386,55192,83,Female,7100,60+,Medio
5551701932154409,55604,35,Male,1200,31-40,Bajo
5212479131658030,55452,76,Female,6700,60+,Medio
5332769599447214,55500,96,Male,2400,60+,Bajo
5319354063108787,55575,47,Female,2900,41-50,Bajo
5394072095597219,55262,23,Male,9700,18-30,Alto
5411851934586858,55668,42,Male,9600,41-50,Alto
5565060871945051,55140,82,Male,6000,60+,Medio
5300311077162318,55566,78,Male,8800,60+,Alto
5520221752911232,55222,93,Female,2300,60+,Bajo
5233261825989920,55598,19,Male,6000,18-30,Medio
5570301059598566,55388,27,Male,2500,18-30,Bajo
5423609346167972,55376,94,Female,8300,60+,Alto
5566178151969721,55002,51,Female,8900,51-60,Alto
5342705814096681,55301,34,Female,7300,31-40,Medio
5301681512128952,55582,87,Female,9300,60+,Alto
5495160553835656,55543,87,Female,1500,60+,Bajo
5258586114842798,55751,66,Male,600,60+,Bajo
5365366488648588,55276,64,Male,5200,60+,Medio
5226181213218055,55752,73,Female,4600,60+,Bajo
5410096746620690,55804,47,Female,1100,41-50,Bajo
5425690334619107,55003,97,Male,7500,60+,Medio
5107816162145767,55396,59,Female,6400,51-60,Medio
5205944498151753,55666,18,Male,4500,,Bajo
5101085798289284,55964,75,Male,7400,60+,Medio
5298485323809767,55113,61,Male,3600,60+,Bajo
5320499471645099,55311,81,Male,4000,60+,Bajo
5535489565829825,55970,43,Female,7900,41-50,Medio
5358812468139667,55803,89,Female,6800,60+,Medio
5502147483505666,55404,83,Female,9500,60+,Alto
5399338464445644,55342,74,Male,4100,60+,Bajo
5209381246715967,55633,29,Female,1000,18-30,Bajo
5504723885823614,55349,59,Female,7500,51-60,Medio
5563358313867293,55577,22,Female,2700,18-30,Bajo
5303656091282576,55756,23,Male,2600,18-30,Bajo
5361566376168094,55769,67,Female,3100,60+,Bajo
5213031159042982,55918,69,Female,7000,60+,Medio
5174906187327314,55649,58,Female,5200,51-60,Medio
5563877115114315,55584,28,Female,5700,18-30,Medio
5548402960843783,55682,90,Male,8000,60+,Alto
5518803888706844,55969,26,Female,3500,18-30,Bajo
5316551013079983,55050,30,Male,7300,18-30,Medio
5460249131431830,55118,98,Female,4300,60+,Bajo
5235147622667777,55809,47,Male,7000,41-50,Medio
5507179191229169,55595,62,Male,1400,60+,Bajo
5400677540244878,55499,51,Male,8700,51-60,Alto
5474307781969014,55026,19,Female,3900,18-30,Bajo
5462625271543245,55155,92,Female,9200,60+,Alto
5408839044629069,55166,18,Male,4600,,Bajo
5267182976483928,55248,64,Female,6700,60+,Medio
5445714523990644,55071,83,Male,2200,60+,Bajo
5545304897379407,55290,67,Male,8300,60+,Alto
5253696775750787,55325,89,Male,8500,60+,Alto
5284862792180852,55537,49,Male,5000,41-50,Medio
5351406329175395,55356,48,Female,2900,41-50,Bajo
5467404471699503,55028,24,Male,1100,18-30,Bajo
5490666427625763,55428,30,Female,5500,18-30,Medio
5449260805224225,55013,66,Female,300,60+,Bajo
5192192763847102,55282,34,Male,7500,31-40,Medio
5274753042932683,55512,51,Male,5900,51-60,Medio
5307717550203796,55503,61,Female,7100,60+,Medio
5342622100056925,55258,35,Male,3200,31-40,Bajo
5243961643835092,55266,29,Female,6000,18-30,Medio
5535296188791237,55070,68,Female,1400,60+,Bajo
5186110507257568,55978,52,Male,2500,51-60,Bajo
5131831667875800,55796,84,Male,3300,60+,Bajo
5295028341666083,55859,36,Female,7800,31-40,Medio
5192346508865379,55700,62,Male,7400,60+,Medio
5164719072799451,55794,50,Male,7000,41-50,Medio
5597259128213014,55922,69,Female,1500,60+,Bajo
5135316792099951,55333,79,Female,8200,60+,Alto
5467420941551835,55287,23,Female,4700,18-30,Bajo
5212543817652839,55651,19,Male,6300,18-30,Medio
5115243550948134,55777,32,Female,1600,31-40,Bajo
5569048689348556,55483,92,Female,1500,60+,Bajo
5317811429218818,55643,78,Female,800,60+,Bajo
5386169334066780,55545,32,Male,5700,31-40,Medio
5383216472083920,55879,86,Male,200,60+,Bajo
5338877878438061,55012,22,Female,1400,18-30,Bajo
5316419941670010,55358,71,Male,1900,60+,Bajo
5116893774631939,55016,47,Female,8900,41-50,Alto
5184233264513155,55314,76,Male,1900,60+,Bajo
5404004745963192,55157,30,Male,9000,18-30,Alto
5515618091514659,55275,78,Female,7000,60+,Medio
5154869787959122,55446,64,Female,2900,60+,Bajo
5393314899290018,55122,71,Female,7600,60+,Medio
5433463565994676,55927,91,Male,200,60+,Bajo
5298787850770118,55334,58,Male,700,51-60,Bajo
5140689768740698,55475,91,Male,600,60+,Bajo
5529131735922571,55880,91,Male,2800,60+,Bajo
5263380400449093,55263,77,Male,2500,60+,Bajo
5398187074077862,55392,58,Female,6900,51-60,Medio
5306244313166765,55457,98,Male,5000,60+,Medio
5500096330760671,55570,72,Female,9800,60+,Alto
5557965801306044,55274,48,Female,3200,41-50,Bajo
5463332253555698,55385,36,Female,4400,31-40,Bajo
5126752827809132,55045,29,Female,6200,18-30,Medio
5595584022069622,55758,77,Female,6400,60+,Medio
5338745126280173,55203,77,Female,9200,60+,Alto
5152732330030811,55759,29,Male,1000,18-30,Bajo
5128736581487779,55376,64,Female,100,60+,Bajo
5493386960559082,55649,100,Female,9200,60+,Alto
5147359725473550,55340,48,Male,7600,41-50,Medio
5329637852940941,55647,84,Male,6400,60+,Medio
5547482728664672,55132,83,Male,600,60+,Bajo
5460361280683101,55609,27,Female,3500,18-30,Bajo
5112953921040816,55908,100,Male,9000,60+,Alto
5365859944077756,55362,36,Female,2500,31-40,Bajo
5151429635525535,55689,69,Female,6600,60+,Medio
5421018155214242,55140,45,Male,3400,41-50,Bajo
5567630393202500,55310,34,Male,2200,31-40,Bajo
5508042185898739,55943,39,Female,6400,31-40,Medio
5140786150891723,55413,54,Male,9900,51-60,Alto
5306196879162234,55502,19,Male,300,18-30,Bajo
5398117051079813,55728,81,Male,2900,60+,Bajo
5282345157537397,55466,98,Male,7400,60+,Medio
5343589513882123,55885,47,Female,3500,41-50,Bajo
5159593977095175,55140,26,Female,2100,18-30,Bajo
5487728156318286,55793,51,Female,9700,51-60,Alto
5190197578253687,55468,95,Male,4000,60+,Bajo
5465846433345306,55045,28,Male,7300,18-30,Medio
5212478485451372,55568,58,Female,1900,51-60,Bajo
5342057613343975,55640,50,Male,9000,41-50,Alto
5395287779118434,55640,82,Female,1700,60+,Bajo
5564301173493387,55067,21,Female,7400,18-30,Medio
5193534712511173,55901,23,Female,8100,18-30,Alto
5164269869571382,55601,52,Male,3500,51-60,Bajo
5587367312759585,55547,47,Male,9900,41-50,Alto
